SKU_ID,SKU,BrandSlug,LineOfBusiness,Channel,SubChannel,ProductPath,BundleSlug,BundleName,BundleDescription,EffectiveDate,ExpirationDate,State,Commodity,UtilityCode,UtilityAbbrev,PremiseType,LockType,TermsOfServiceType,PricingTerm,UtilityRate,Rate,UtilityOnPeakRate,OnPeakRate,UtilityOffPeakRate,OffPeakRate,ECF,ComcastPTC_Discount,DailyServiceCharge,MonthlyServiceCharge,VAS_Code,ProductEligibilityClass,PartnerCode,PromoCode,SignupBonus,SignupVesting,MerchandiseSlug,Merchandise,MerchandiseVesting,OngoingValue,OngoingFrequency,Sunday2cents,PriorityLevel,RequiresCorrespondence,TOS_Template,TOS_TemplateLabels,UMS_KitCode,CEN_KitCode,PromoSwitchKitCode,EnvironmentUse
225668,1B106BFF-7A8D,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_home_12mnths_corporate,12M Speak & Play,12M Speak & Play Google Home - nrghomepower.com,10/08/2019,,IL,Electric,81,Ameren,residential,Contract,Fixed,12,0.075,0.075,,,,,$0.00,,,,6,,goo,193,,,google_home,Google Home,P3M,,,N,,Y,,,,,,All
210769,DE470EA6-9905,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_home_12mnths_corporate,12M Speak & Play,12M Speak & Play Google Home - nrghomepower.com,04/21/2019,,NJ,Electric,30,RECO,residential,Contract,Fixed,12,0.135,0.135,,,,,$120.00,,,,6,,goo,193,,,google_home,Google Home,P3M,,,N,,Y,,,,,,All
210770,DEEA831F-2879,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_home_12mnths_corporate,12M Speak & Play,12M Speak & Play Google Home - nrghomepower.com,04/21/2019,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.069,0.069,,,,,$0.00,,,,6,,goo,193,,,google_home,Google Home,P3M,,,N,,Y,,,,,,All
210771,DEF3407F-E9F0,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_home_12mnths_corporate,12M Speak & Play,12M Speak & Play Google Home - nrghomepower.com,04/21/2019,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.069,0.069,,,,,$0.00,,,,6,,goo,193,,,google_home,Google Home,P3M,,,N,,Y,,,,,,All
210772,DF0A6C0D-21B1,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Home Hub - nrghomepower.com,04/21/2019,,IL,Electric,81,Ameren,residential,Contract,Fixed,36,0.075,0.075,,,,,$0.00,,,,6,,goo,196,,,google_home_hub,Google Home Hub,P5M,,,N,,Y,,,,,,All
210773,DF2961BA-603B,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Home Hub - nrghomepower.com,04/21/2019,,NJ,Electric,30,RECO,residential,Contract,Fixed,36,0.145,0.145,,,,,$360.00,,,,6,,goo,196,,,google_home_hub,Google Home Hub,P5M,,,N,,Y,,,,,,All
210774,DF358F99-6A33,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Home Hub - nrghomepower.com,04/21/2019,,OH,Electric,72,CEI,residential,Contract,Fixed,36,0.079,0.079,,,,,$0.00,,,,6,,goo,196,,,google_home_hub,Google Home Hub,P5M,,,N,,Y,,,,,,All
210775,DF38CE6E-573C,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Home Hub - nrghomepower.com,04/21/2019,,OH,Electric,73,OE,residential,Contract,Fixed,36,0.079,0.079,,,,,$0.00,,,,6,,goo,196,,,google_home_hub,Google Home Hub,P5M,,,N,,Y,,,,,,All
210776,DF4A3F09-60DF,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,04/21/2019,,IL,Electric,81,Ameren,residential,Intro,Variable,3,0.055,0.055,,,,,,,,,6,,goo,192,,,google_home_mini,Google Home Mini,P3M,,,N,,Y,,,,,,All
210777,DF4AF66A-1847,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,04/21/2019,,NJ,Electric,30,RECO,residential,Intro,Variable,3,0.119,0.119,,,,,,,,,6,,goo,192,,,google_home_mini,Google Home Mini,P3M,,,N,,Y,,,,,,All
210778,DF4DF931-331D,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,04/21/2019,,OH,Electric,72,CEI,residential,Intro,Variable,3,0.06,0.06,,,,,,,,,6,,goo,192,,,google_home_mini,Google Home Mini,P3M,,,N,,Y,,,,,,All
210779,DF791FE8-C004,nrg_residential,mass_market,inbound_telemarketing,,Google Products,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,04/21/2019,,OH,Electric,73,OE,residential,Intro,Variable,3,0.06,0.06,,,,,,,,,6,,goo,192,,,google_home_mini,Google Home Mini,P3M,,,N,,Y,,,,,,All
227530,212B1D68-B978,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm,Variable Plan,Basic Inbound Variable Plan - Jan 2020 DM,01/09/2020,,IL,Electric,81,Ameren,residential,Intro,variable,3,0.04,0.04,,,,,,,,,6,,nrr,553,$50,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227531,216B820D-EA47,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm,Variable Plan,Basic Inbound Variable Plan - Jan 2020 DM,01/09/2020,,NJ,Electric,30,RECO,residential,intro,variable,3,0.1,0.1,,,,,,,,,6,,nrr,553,$50,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227532,217194B5-875C,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm,Variable Plan,Basic Inbound Variable Plan - Jan 2020 DM,01/09/2020,,OH,Electric,72,CEI,residential,Intro,variable,3,0.037,0.037,,,,,,,,,6,,nrr,553,$50,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227533,21C2785E-B90B,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm,Variable Plan,Basic Inbound Variable Plan - Jan 2020 DM,01/09/2020,,OH,Electric,73,OE,residential,Intro,variable,3,0.037,0.037,,,,,,,,,6,,nrr,553,$50,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
228270,09F1AAE1-E9D0,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_12mofix_winback_75_bonus,Win Back Electric Fixed Plan ,$75 Check/3% Cash Back 12mo Fixed Pricing - January 2020 DM,01/15/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.045,0.045,,,,,$0.00,,,,6,,nrr,533,$75,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228276,0B0E9FD9-3B32,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_12mofix_winback_75_bonus,Win Back Electric Fixed Plan ,$75 Check/3% Cash Back 12mo Fixed Pricing - January 2020 DM,01/15/2020,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.045,0.045,,,,,$0.00,,,,6,,nrr,533,$75,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227534,22C125BA-C1D0,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,IL,Gas,69,PEOPGAS,residential,Intro,variable,3,0.27,0.27,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227535,22FD4774-67FC,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,IL,Gas,70,NICOR,residential,Intro,variable,3,0.25,0.25,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227536,23434D7A-6874,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,MD,Gas,56,BGG,residential,Intro,variable,3,0.35,0.35,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227537,2413E789-8961,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,MD,Gas,57,WGL,residential,Intro,variable,3,0.43,0.43,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227538,2440FEEB-E4EB,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,NJ,Gas,48,PSEG Gas,residential,Intro,variable,3,0.31,0.31,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227539,244802B6-C5BD,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,NJ,Gas,49,NJNG,residential,Intro,variable,3,0.35,0.35,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227540,244DA607-7CFB,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,NJ,Gas,80,SJersey,residential,Intro,variable,3,0.41,0.41,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227541,24F723F3-B927,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,OH,Gas,50,COLOHG,residential,Intro,Variable,3,3.29,0.329,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227542,25EB6265-E5A9,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,OH,Gas,51,DUKEOHG,residential,Intro,Variable,3,0.329,0.329,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227543,2672EDA8-9688,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,OH,Gas,52,DEOHG,residential,Intro,Variable,3,2.89,2.89,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227544,27B1F10C-7B4E,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,64,COLPAG,residential,Intro,variable,3,2.99,0.299,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227545,287AC800-3BCF,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,65,PNGPA,residential,Intro,variable,3,2.29,2.29,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227548,2948A3DD-DAEC,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,68,UGIG,residential,Intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227549,2958DB27-10AB,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,75,PECO-GAS,residential,Intro,variable,3,0.39,0.39,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227550,29CDD77C-EB47,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,76,PGW,residential,Intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227551,2A045824-90FC,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_gas,Variable Plan,Basic Inbound Variable Plan (Gas) - Jan 2020 DM,01/09/2020,,PA,Gas,77,NFGPA,residential,Intro,variable,3,0.33,0.33,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,,Y,,,,,,All
227987,C6F4DA06-07CE,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,64,COLPAG,residential,intro,variable,3,2.99,0.299,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227988,C77280C2-A5A0,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,65,PNGPA,residential,intro,variable,3,2.29,2.29,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227991,C7DB3562-F17B,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,68,UGIG,residential,Intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227992,C7F81077-1B3E,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,75,PECO-GAS,residential,Intro,variable,3,0.39,0.39,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227993,C9E4F971-D02B,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,76,PGW,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
227994,C9F46C0B-D3B6,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_pa_ecl_25_bonus_gas,Variable Plan PA ECL,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,77,NFGPA,residential,Intro,variable,3,0.33,0.33,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228003,CDE8593B-9AAE,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,64,COLPAG,residential,intro,variable,3,2.99,0.299,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228004,CE1A3B3D-DF38,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,65,PNGPA,residential,intro,variable,3,2.29,2.29,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228007,D0EDBA1B-6A5A,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,68,UGIG,residential,Intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228008,D1362FAF-D53F,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,75,PECO-GAS,residential,Intro,variable,3,0.39,0.39,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228009,D1434C78-73C8,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,76,PGW,residential,intro,variable,3,0.45,0.45,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228010,D15AC53E-F9E9,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_25_bonus_gas,Win Back Natural Gas Variable Plan ,$25 Check/3% Cash Back - January 2020 DM,01/09/2020,,PA,Gas,77,NFGPA,residential,Intro,variable,3,0.33,0.33,,,,,,,,,6,,nrr,594,$25,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228268,02593D12-9377,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_75_bonus,Win Back Electric Variable Plan ,$75 Check/3% Cash Back - January 2020 DM,01/15/2020,,OH,Electric,72,CEI,residential,Intro,variable,3,0.037,0.037,,,,,,,,,6,,nrr,533,$75,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228274,0294B543-A860,nrg_residential,mass_market,inbound_telemarketing,,hidden,0120dm_winback_75_bonus,Win Back Electric Variable Plan ,$75 Check/3% Cash Back - January 2020 DM,01/15/2020,,OH,Electric,73,OE,residential,Intro,variable,3,0.037,0.037,,,,,,,,,6,,nrr,533,$75,2 Months,,,,3%,12 Months,N,23.0,Y,,,,,,All
228849,085BAF1B-9984,nrg_residential,mass_market,inbound_telemarketing,,hidden,3m_amtrak_20k_2mnths,Amtrak Double Points Offer,"20,000 Amtrak Guest Rewards points after 2 months for electric, 2,500 points for adding Gas",03/03/2020,,IL,Electric,81,Ameren,residential,intro,variable,3,0.15,0.15,,,,,,,,,6,,atk,249,"20,000 points",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,Test Only
228851,0C0DCF1D-D103,nrg_residential,mass_market,inbound_telemarketing,,hidden,3m_amtrak_20k_2mnths,Amtrak Double Points Offer,"20,000 Amtrak Guest Rewards points after 2 months for electric, 2,500 points for adding Gas",03/03/2020,,NJ,Electric,30,RECO,residential,intro,variable,3,0.15,0.15,,,,,,,,,6,,atk,249,"20,000 points",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,Test Only
228847,11C6B60D-A325,nrg_residential,mass_market,inbound_telemarketing,,hidden,3m_amtrak_20k_2mnths,Amtrak Double Points Offer,"20,000 Amtrak Guest Rewards points after 2 months for electric, 2,500 points for adding Gas",03/03/2020,,OH,Electric,72,CEI,residential,intro,variable,3,0.15,0.15,,,,,,,,,6,,atk,249,"20,000 points",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,Test Only
228853,177C3040-1F86,nrg_residential,mass_market,inbound_telemarketing,,hidden,3m_amtrak_20k_2mnths,Amtrak Double Points Offer,"20,000 Amtrak Guest Rewards points after 2 months for electric, 2,500 points for adding Gas",03/03/2020,,OH,Electric,73,OE,residential,intro,variable,3,0.15,0.15,,,,,,,,,6,,atk,249,"20,000 points",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,Test Only
227959,BC8C3C5D-025C,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_12mofix_10pct_10000_2pcnt_earn,AAL - Fixed Price Test 12mo Fixed/10% Disc,"10,000 /2 points per $1  (12mo fixed/10% disc) - January 2020 DM",01/09/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.045,0.045,,,,,$0.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227960,BD9890D4-986E,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_12mofix_10pct_10000_2pcnt_earn,AAL - Fixed Price Test 12mo Fixed/10% Disc,"10,000 /2 points per $1  (12mo fixed/10% disc) - January 2020 DM",01/09/2020,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.045,0.045,,,,,$0.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227955,BAA2386F-13C1,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_12mofix_5pct_10000_2pcnt_earn,AAL - Fixed Price Test 12mo Fixed/5% Disc,"10,000 /2 points per $1  (12mo fixed/5% disc) - January 2020 DM",01/09/2020,,OH,Electric,72,CEI,residential,Contract,Fixed,12,0.047,0.047,,,,,$0.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227956,BAC40165-61B7,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_12mofix_5pct_10000_2pcnt_earn,AAL - Fixed Price Test 12mo Fixed/5% Disc,"10,000 /2 points per $1  (12mo fixed/5% disc) - January 2020 DM",01/09/2020,,OH,Electric,73,OE,residential,Contract,Fixed,12,0.048,0.048,,,,,$0.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227939,B5A34179-3ECE,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_12mofix_5pct_10000_2pct_earn,AAL - Fixed Price Test 12mo Fixed/5% Disc,"10,000 /2 points per $1  (12mo fixed/5% disc) - January 2020 DM",01/09/2020,,NJ,Electric,30,RECO,residential,Contract,Fixed,12,0.105,0.105,,,,,$120.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227941,B60B2D86-AC9D,nrg_residential,mass_market,inbound_telemarketing,,hidden,aal_6mofix_10pct_10000_2pcnt_earn,AAL - Fixed Price Test 6mo Fixed/10% Disc,"10,000 /2 points per $1  (6mo fixed/10% disc) - January 2020 DM",01/09/2020,,NJ,Electric,30,RECO,residential,Contract,Fixed,6,0.1,0.1,,,,,$60.00,,,,6,,aal,47,"10,000 Miles",2 Months,,,,2*,1 Month,N,23.0,Y,,,,,,All
227130,038E2B4D-F22F,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer,Employee Offer,Employee Offer,12/09/2019,,NJ,Electric,30,RECO,residential,intro,variable,1,0.098,0.098,,,,,,,,,6,,emp,524,,,,,,,,N,18.0,Y,,,,,,All
227126,03F1094A-843B,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer,Employee Offer,Employee Offer,12/09/2019,,OH,Electric,72,CEI,residential,Intro,Variable,1,0.045,0.045,,,,,,,,,6,,emp,524,,,,,,,,N,18.0,Y,,,,,,All
226820,014EE709-621C,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer,Employee Offer,Employee Offer,11/13/2019,,IL,Electric,81,Ameren,residential,Intro,Variable,1,0.042,0.042,,,,,,,,,6,,emp,524,,,,,,,,N,18.0,Y,,,,,,All
225623,06494342-17C5,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer,Employee Offer,Employee Offer,10/08/2019,,OH,Electric,73,OE,residential,Intro,Variable,1,0.045,0.045,,,,,,,,,6,,emp,524,,,,,,,,N,18.0,Y,,,,,,All
228867,0423613E-185C,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,IL,Gas,69,PEOPGAS,residential,Intro,Variable,1,0.19,0.19,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228873,10DC5CD1-CD83,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,MD,Gas,56,BGG,residential,Intro,Variable,1,0.35,0.35,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228881,04F62C0F-5138,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,MD,Gas,57,WGL,residential,Intro,Variable,1,0.31,0.31,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228875,0536697B-EAB8,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,NY,Gas,39,NIMO-GAS,residential,Intro,Variable,1,0.31,0.31,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228879,081B505F-D0B5,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,NY,Gas,40,ORU-GAS,residential,Intro,Variable,1,0.45,0.45,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228871,0C4F7E6E-E24E,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,NY,Gas,41,KEDNY,residential,Intro,Variable,1,0.55,0.55,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228877,1214E006-E0A9,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,PA,Gas,68,UGIG,residential,Intro,Variable,1,0.43,0.43,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228869,12C42540-067C,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),03/10/2020,,PA,Gas,75,PECO-GAS,residential,Intro,Variable,1,0.43,0.43,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228609,0E8EE30F-70B4,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),02/11/2020,,IL,Gas,70,NICOR,residential,Intro,Variable,1,0.23,0.23,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228616,005FFEDB-F7CC,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),02/11/2020,,NJ,Gas,80,SJersey,residential,Intro,Variable,1,0.41,0.41,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228620,057C41AD-36A4,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),02/11/2020,,NY,Gas,37,CONED-GAS,residential,Intro,Variable,1,0.43,0.43,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228612,0859F131-A69A,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),02/11/2020,,NY,Gas,53,NYSEG-GAS,residential,Intro,Variable,1,0.29,0.29,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
228257,1C644C8A-DC28,nrg_residential,mass_market,inbound_telemarketing,,hidden,employee_offer_gas,Employee Offer,Employee Offer (Gas),01/13/2020,,NJ,Gas,48,PSEG Gas,residential,Intro,Variable,1,0.29,0.29,,,,,,,,,6,,emp,574,,,,,,,,N,18.0,Y,,,,,,All
