Action,SKU,CampaignID,OfferID,BrandSlug,ChannelSlug,SubChannel,Ranking,ProductSlug,ProductName,ProductDescription,BaseProduct,ProductPath,ExpirationDate,StateSlug,Commodity,UtilitySlug,UtilityZone,PremiseType,PricingTerm,PricingEngineLockType,TermsOfServiceType,UtilityRate,Rate,UtilityOnPeakRate,OnPeakRate,UtilityOffPeakRate,OffPeakRate,PenaltyType,EarlyCancellationFee,DailyServiceCharge,MonthlyServiceCharge,VASCode,ProductEligibilityClass,Adder,PartnerCode,PromoCode,MerchandiseText,MerchandiseSlug,MerchandiseVesting,SignupBonus,SignupVesting,OngoingValue,OngoingFrequency,PriorityLevel,TermsOfServiceTemplate,RequiresPriceChangeNotice,RateCategory
None,g335108e2e903a93,U-00004736,1000047074,nrg_residential,inbound_telemarketing,,,atk_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with Amtrak Guest Rewards points,"10,000 bonus/ 2 points per $1 - Jan 2020 DM",,Partnership/Travel/Amtrak,12/31/9999,oh,electric,aeps,,residential,3,intro,variable,0.040999999999999995,0.040999999999999995,,,,,,,,,6,,,atk,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g33521ab1f41af06,U-00003472,1000043024,nrg_residential,web,,,eagles_stadium_no,Eagles Electric Fan Plan,Eagles Fan Plan $25 Electric Gift Card,,,02/02/2222,nj,electric,ace,,residential,12,contract,fixed,0.125,0.125,,,,,prorated,120.0,,,6,,,ngn,146,,,,$25,3 Months,,,,,False,NRGHRFIX2
None,g335652eac232872,U-00002469,1000036735,nrg_residential,inbound_telemarketing,,,employee_offer,Employee Offer,Employee Offer,,hidden,02/02/2222,pa,electric,ppl,,residential,1,intro,variable,0.068,0.068,,,,,,,,,6,,,emp,524,,,,,,,,18.0,,False,NRGHRVAR
None,g336910b72b1822d,U-00004849,1000035664,nrg_residential,web,,,swa_2mon_12500_bonus_3pcnt_earn_corporate,CH Power Trip Electric Plan with Rapid Rewards points,"12,500 bonus/ 3 points per $1  (Cardholders only) - nrghomepower.com",,,02/02/2222,il,electric,comed,,residential,3,intro,variable,0.08,0.08,,,,,,,,,6,,,swa,98,,,,"12,500 Points",2 Months,3*,1 Month,23.0,,False,NRGHRVAR
None,g33780cb22b1edfd,U-00005251,1000047287,nrg_residential,inbound_telemarketing,,,aal_12mofix_5pct_10000_2pct_earn,AAL - Fixed Price Test 12mo Fixed/5% Disc,"10,000 /2 points per $1  (12mo fixed/5% disc) - January 2020 DM",,hidden,12/31/9999,ma,electric,beco,,residential,12,contract,fixed,0.11800000000000001,0.11800000000000001,,,,,prorated,120.0,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRFIX
None,g338326ece80d53c,U-00004421,1000047787,nrg_residential,retention,,3.0,retention_cb_and_green,Cash Back + Green Option,SAVE1 Retention 6 Month 1% Cash Back and 25% Green,,SAVE1,02/02/2222,ma,electric,meco,,residential,6,contract,fixed,0.141,0.141,,,,,prorated,60.0,,,7,,,rtn,522,,,,,,1%,3 Months,,,False,NRGHRFIX
None,g338ed04a061c025,U-00002462,1000035308,nrg_residential,web,,,online_exclusive_24,Plug in Illinois Fixed Plan,Online Exclusive Plan - 24M,,,02/02/2222,il,electric,comed,,residential,24,contract,fixed,0.08,0.08,,,,,,,,,6,,,nrr,524,,,,,,,,,,False,NRGHRFIX
None,g3390b9d2b28cca4,U-00004813,1000033282,nrg_residential,retention,,1.0,retention_spw_1pt_earn_3,Power Trip Electric Plan with Speedy Rewards points,SAVE2 Retention 3 Month,,SAVE2,02/02/2222,oh,electric,aeps,,residential,3,intro,variable,0.055999999999999994,0.056,,,,,,,,,6,,,spw,402,,,,,,1*,1 Month,23.0,,False,NRGHRVAR
None,g3392cf311c3d34f,U-00003304,1000033542,nrg_residential,inbound_telemarketing,,,fnf_gz_rockout_torch_3_months,FNF Renewable,GZ Rock Out and GZ Torch after 3M,,Friends and Family,02/02/2222,oh,electric,aeps,,residential,12,contract,fixed,0.048,0.048,,,,,prorated,0.0,,,11,,,gze,159,GZ Rock Out 2 Solar Speaker|Torch 250 Flashlight,gz_rockout2_black|gz_torch250,P3M|P3M,,,,,8.0,,False,NRGHRFIX
None,g3393e960ed9b556,U-00003681,1000049174,nrg_residential,web,,,philabundance_gives_corporate,Fixed plan that benefits Philabundance,"$50 contribution to Philabundance after 1 month of service, and 1% ongoing contribution annually - nrghomepower.com",,,02/02/2222,pa,electric,duq,,residential,12,contract,fixed,0.095,0.095,,,,,prorated,120.0,,,6,,,pbn,142,,,,$50,1 Months,1%,12 Months,26.0,,True,NRGHRFIX
None,g339c8021bae1907,U-00004881,1000048448,nrg_residential,web,,,fnf_ual_2m_13000_bonus_3pcnt_earn,FNF CH Power Trip Electric Plan with MileagePlus miles,"13,000 after 2M/ 3 miles per $1 (Cardholder)",,,02/02/2222,pa,electric,penelec,,residential,12,contract,fixed,0.067,0.067,,,,,prorated,120.0,,,6,,,ual,198,,,,"13,000 Miles",2 Months,3*,1 Month,8.0,,True,NRGHRFIX
None,g339e5666e6b0683,U-00005513,1000050061,nrg_residential,inbound_telemarketing,,,google_mini_3mnths_corporate,3M Speak & Play,3M Speak & Play Google Home Mini - nrghomepower.com,Fixed,Google Products,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.119,0.119,,,,,,,,,6,,,goo,192,Google Home Mini,google_home_mini,P3M,,,,,,,False,NRGHRVAR2
None,g33b2912b0d5f17b,U-00004776,1000047043,nrg_residential,web,,,aal_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with AAdvantage miles,"10,000 bonus/ 2 miles per $1 - Jan 2020 DM",,,12/31/9999,pa,electric,meted,,residential,3,intro,variable,0.052000000000000005,0.052000000000000005,,,,,,,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g33b312f296b4aad,U-00004701,1000035182,nrg_residential,inbound_telemarketing,,,google_home_12mnths_corporate,12M Speak & Play,12M Speak & Play Google Home - nrghomepower.com,,Google Products,12/31/9999,nj,electric,jcpl,,residential,12,contract,fixed,0.115,0.115,,,,,prorated,120.0,,,6,,,goo,193,Google Home,google_home,P3M,,,,,,,False,NRGHRFIX2
None,g33c14cfde9cd119,U-00004720,1000046944,nrg_residential,web,,,spw_2mon_50000_bonus_15pcnt_earn_corporate,Power Trip Electric Plan with Speedy Rewards points,"50,000 bonus/ 15 points per $1 - nrghomepower.com",,,02/02/2222,ma,electric,come,,residential,3,intro,variable,0.122,0.122,,,,,,,,,6,,,spw,408,,,,"50,000 Points",2 Months,15*,1 Month,23.0,,False,NRGHRVAR
None,g33ce04d8211bb4c,U-00005659,1000050023,nrg_residential,web,,,price_lock_24m,24M Price Lock Plan,24M Price Lock Plan,Fixed,,04/04/4444,oh,electric,oe,,residential,24,contract,fixed,0.076,0.076,,,,,prorated,0.0,,,6,,,nrr,524,,,,,,,,,,False,NRGHRFIX
None,g33d4e0659c9af1b,U-00004744,1000033891,nrg_residential,inbound_telemarketing,,,fnf_swa_2m_10500_bonus_2pcnt_earn,FNF Power Trip Electric Plan with Rapid Rewards points,"10,500 after 2M/ 2 points per $1",,Friends and Family,02/02/2222,il,electric,comed,,residential,12,contract,fixed,0.09,0.09,,,,,,,,,6,,,swa,44,,,,"10,500 Miles",2 Months,2*,1 Month,8.0,,False,NRGHRFIX
None,g33ed86298a765b8,U-00004841,1000049498,nrg_residential,retail,best_buy,,3m_bestbuy_25_3mnths,Best Buy Flexible Plan,Flexible Plan - $25 Gift Card,,,02/02/2222,pa,electric,ppl,,residential,3,intro,variable,0.07200000000000001,0.07200000000000001,,,,,,,,,6,,,bst,609,,,,$25,3 months,,,22.0,,False,NRGHRVAR
None,g33f6e549a3f5514,U-00003848,1000033514,nrg_residential,web,,,cash_back_only_corporate,The Cash Back Plan,Web Cash Back Plan  - nrghomepower.com,,,02/02/2222,pa,electric,meted,,residential,6,contract,fixed,0.083,0.083,,,,,prorated,60.0,,,6,,,nrr,535,,,,$50,6 Months,5%,12 Months,,,True,NRGHRFIX
None,g33fa7371bce59d3,U-00004820,1000049646,nrg_residential,retail,aaa,,ama_2mon_75_cash_3pcnt_earn,3 Month Electric Plan for AAA Mid-Atlantic members,$75 Check/ 3% Cash Back,,,02/02/2222,pa,electric,peco,,residential,3,intro,variable,0.062,0.062,,,,,,,,,6,,,ama,78,,,,$75,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g33fc63fc3ebc549,U-00003669,1000049321,nrg_residential,retail,philabundance_flex,,philabundance_gives_flex,Flexible plan that benefits Philabundance,"$50 contribution to Philabundance after 1 month of service, and 1% ongoing contribution annually",,,02/02/2222,pa,electric,meted,,residential,3,intro,variable,0.055999999999999994,0.055999999999999994,,,,,,,,,6,,,pbn,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g341288c7a07b176,U-00003340,1000047764,nrg_residential,web,,,nst_1mon_15mon_fixed,Learn & Conserve Plan,Google Nest after 1 month of service,,,02/02/2222,nj,electric,pseg,,residential,15,contract,fixed,0.159,0.159,,,,,prorated,150.0,,,6,,,nst,612,Google Nest Learning Thermostat,nest_learning_thermostat,1 month,,,,,,,False,NRGHRFIX2
None,g3412d9652e3f99a,U-00004730,1000048189,nrg_residential,retail,essentials|aal|pfb|ual,,variable,Essentials Electric Variable Plan,Basic Retail Variable Plan,,,02/02/2222,oh,electric,te,,residential,3,intro,variable,0.045,0.045,,,,,,,,,7,,,nrr,632,,,,$25,3 Months,1%,12 Months,,NRGH-OH-PE-V01-20170623,False,NRGHRVAR
None,g342e35e383f1da2,U-00005745,1000050266,nrg_residential,rollover,,,variable,Variable,$75 bonus after 6M / 5% Cash Back,Fixed,Friends and Family,04/04/4444,nj,electric,reco,,residential,1,intro,variable,0.099,0.099,,,,,,0.0,,,6,,,nrr,187,,,,$75,6 Months,5%,12 Months,,,False,NRGHRVAR2
None,g343fa153f67d66a,U-00004434,1000037044,nrg_residential,retention,,4.0,retention_no_frills,No Frills,LEAD Retention 12 Month No Frills,,LEAD,02/02/2222,il,electric,comed,,small_business,12,contract,fixed,0.095,0.095,,,,,prorated,0.0,,,6,,,rtn,524,,,,,,,,,,False,NRGHSBFIX
None,g345d29a213272c2,U-00004757,1000049389,nrg_residential,inbound_telemarketing,,,psu_2mon_75_bonus_3pcnt_earn_corporate,Electric Plan for Penn State Alumni Association members,$75 Check/ 3% Cash Back - nrghomepower.com,,Partnership/Alumni Associations/PSU,02/02/2222,pa,electric,meted,,residential,3,intro,variable,0.055,0.055,,,,,,,,,6,,,psu,78,,,,$75,2 Months,3%,12 Month,23.0,,False,NRGHRVAR
None,g345ebcd8e1845a5,U-00004849,1000035678,nrg_residential,web,,,swa_2mon_12500_bonus_3pcnt_earn_corporate,CH Power Trip Electric Plan with Rapid Rewards points,"12,500 bonus/ 3 points per $1  (Cardholders only) - nrghomepower.com",,,02/02/2222,nj,electric,pseg,,residential,3,intro,variable,0.156,0.156,,,,,,,,,6,,,swa,98,,,,"12,500 Points",2 Months,3*,1 Month,23.0,,False,NRGHRVAR2
None,g34643279327dadc,U-00004881,1000035617,nrg_residential,web,,,fnf_ual_2m_13000_bonus_3pcnt_earn,FNF CH Power Trip Electric Plan with MileagePlus miles,"13,000 after 2M/ 3 miles per $1 (Cardholder)",,,02/02/2222,nj,electric,ace,,residential,12,contract,fixed,0.12300000000000001,0.12300000000000001,,,,,prorated,120.0,,,6,,,ual,198,,,,"13,000 Miles",2 Months,3*,1 Month,8.0,,False,NRGHRFIX2
None,g3465351c3474051,U-00005495,1000050029,nrg_residential,inbound_telemarketing,,,nemours_gives_flex,Flexible plan that benefits duPont Hospital for Children,"$50 contribution to Nemours after 1 month of service, and 1% ongoing contribution annually",Fixed,Charitable Contributions,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.13,0.13,,,,,,,,,6,,,nem,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR2
None,g346a676c673a3fd,U-00003282,1000047619,nrg_residential,door_to_door,,,gz_rockout2_black,Renewable Plan,Goal Zero Rock Out 2 Solar Speaker,,,02/02/2222,ma,electric,meco,,residential,6,contract,fixed,0.139,0.139,,,,,prorated,60.0,,,11,,,gze,406,Goal Zero Rock Out 2 Solar Rechargeable Speaker,gz_rockout2_black,P3M,,,,,,,False,NRGHRFIX
None,g346d3b371421649,U-00004425,1000037766,nrg_residential,retention,,6.0,retention_cb_realtor_ref_12m,Realtor Fixed 12M - Realtor Referrals,LEAD Retention 12 Month 1% CB - Realtor Referrals,,LEAD,02/02/2222,pa,electric,penelec,,residential,12,contract,fixed,0.079,0.079,,,,,prorated,120.0,,,6,,,ref,568,,,,,,1%,12 Months,25.0,,True,NRGHRFIX
None,g347ad259d43f698,U-00003340,1000036804,nrg_residential,web,,,nst_1mon_15mon_fixed,Learn & Conserve Plan,Google Nest after 1 month of service,,,02/02/2222,oh,electric,te,,residential,15,contract,fixed,0.07,0.07,,,,,prorated,0.0,,,6,,,nst,612,Google Nest Learning Thermostat,nest_learning_thermostat,1 month,,,,,,,False,NRGHRFIX
None,g347e2dbdd7b42fd,U-00004350,1000035488,nrg_residential,inbound_telemarketing,,,fnf_bch_75_1pcnt_annual,FNF Choose to Give - BCH,$75 donation after 1M/ 1% ongoing,,Friends and Family,02/02/2222,ma,electric,camb,,residential,12,contract,fixed,0.13699999999999998,0.13699999999999998,,,,,prorated,120.0,,,6,,,bch,149,,,,$75,1 Months,1%,12 Months,8.0,,False,NRGHRFIX
None,g348061b100e0973,U-00004752,1000034296,nrg_residential,retention,,1.0,retention_aal_2pcnt_earn_12,Power Trip 12 Month Electric Plan with AAdvantage miles,LEAD Retention 12 Month AAL - 2 miles per $1,,LEAD,02/02/2222,pa,electric,peco,,residential,12,contract,fixed,0.092,0.092,,,,,prorated,120.0,,,6,,,aal,620,,,,,,2*,1 Month,23.0,,True,NRGHRFIX
None,g3485cf167f8da1b,U-00004791,1000048660,nrg_residential,retention,,1.0,retention_ual_2pcnt_earn_3,Power Trip Electric Plan with MileagePlus miles,SAVE2 Retention 3 Month UAL - 2 miles per $1,,SAVE2,02/02/2222,oh,electric,dukeoh,,residential,3,intro,variable,0.06,0.06,,,,,,,,,6,,,ual,620,,,,,,2*,1 Month,23.0,,False,NRGHRVAR
None,g3486b07f691e092,U-00005276,1000047328,nrg_residential,web,,,aal_12mofix_10pct_10000_2pcnt_earn,AAL - Fixed Price Test 12mo Fixed/10% Disc,"10,000 /2 points per $1  (12mo fixed/5% disc) - January 2020 DM",,,12/31/9999,oh,electric,aepn,,residential,12,contract,fixed,0.049,0.049,,,,,fixed,0.0,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRFIX
None,g348e196cee32ef1,U-00004444,1000049651,nrg_residential,retention,,1.0,retention_pfb_5pcnt_annual_earn_24,PFB 24M Fixed Plan,LEAD Retention 24 Month - 5% Cash Back,,LEAD,02/02/2222,pa,electric,meted,,residential,24,contract,fixed,0.091,0.091,,,,,prorated,240.0,,,6,,,pfb,410,,,,,,5%,12 Months,23.0,,True,NRGHRFIX
None,g34b5372db0b79cc,U-00004757,1000048371,nrg_residential,inbound_telemarketing,,,psu_2mon_75_bonus_3pcnt_earn_corporate,Electric Plan for Penn State Alumni Association members,$75 Check/ 3% Cash Back - nrghomepower.com,,Partnership/Alumni Associations/PSU,02/02/2222,oh,electric,dukeoh,,residential,3,intro,variable,0.054000000000000006,0.054000000000000006,,,,,,,,,6,,,psu,78,,,,$75,2 Months,3%,12 Month,23.0,,False,NRGHRVAR
None,g34b651decc167f0,U-00004726,1000046967,nrg_residential,door_to_door,,,variable,Essentials Electric Variable Plan,Basic Door-to-Door Variable Plan,,,02/02/2222,ma,electric,wmeco,,residential,3,intro,variable,0.11199999999999999,0.11199999999999999,,,,,,,,,7,,,nrr,631,,,,,,1%,12 Months,,,False,NRGHRVAR
None,g34ba3b60b9bf1b3,U-00002469,1000046846,nrg_residential,inbound_telemarketing,,,employee_offer,Employee Offer,Employee Offer,,hidden,02/02/2222,ma,electric,meco,,residential,1,intro,variable,0.125,0.125,,,,,,,,,6,,,emp,524,,,,,,,,18.0,,False,NRGHRVAR
None,g34c6ca9fa92b918,U-00004421,1000048135,nrg_residential,retention,,3.0,retention_cb_and_green,Cash Back + Green Option,SAVE1 Retention 6 Month 1% Cash Back and 25% Green,,SAVE1,02/02/2222,ma,electric,ngntkt,,residential,6,contract,fixed,0.141,0.141,,,,,prorated,60.0,,,7,,,rtn,522,,,,,,1%,3 Months,,,False,NRGHRFIX
None,g34d45bab030ce22,U-00004443,1000049472,nrg_residential,retention,,1.0,retention_pfb_3pcnt_annual_earn_3,PFB Variable Plan,SAVE2 Retention 3 Month - 3% Cash Back,,SAVE2,02/02/2222,pa,electric,ppl,,residential,3,intro,variable,0.075,0.075,,,,,,,,,6,,,pfb,624,,,,,,3%,12 Months,23.0,,False,NRGHRVAR
None,g34dff0b1cbc9a29,U-00003507,1000046979,nrg_residential,web,,,variable,Essentials Electric Variable Plan,Basic Web Variable Plan,,,02/02/2222,ma,electric,wmeco,,residential,3,intro,variable,0.11199999999999999,0.11199999999999999,,,,,,,,,7,,,nrr,632,,,,$25,3 Months,1%,12 Months,,,False,NRGHRVAR
None,g34ea196e9a4e4c6,U-00004736,1000047082,nrg_residential,inbound_telemarketing,,,atk_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with Amtrak Guest Rewards points,"10,000 bonus/ 2 points per $1 - Jan 2020 DM",,Partnership/Travel/Amtrak,12/31/9999,pa,electric,wpp,,residential,3,intro,variable,0.046,0.046,,,,,,,,,6,,,atk,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g34fc03c460fc773,U-00005719,1000050285,nrg_residential,rollover,best_buy,,variable,Variable,Secure Plus Plan - $50 Gift Card,Fixed,,04/04/4444,nj,electric,reco,,residential,1,intro,variable,0.135,0.135,,,,,,0.0,,,6,,,bst,616,,,,$50,3 months,,,,,False,NRGHRVAR2
None,g34fdc8643e4dc7a,U-00004795,1000047835,nrg_residential,retention,,1.0,retention_ama_3pcnt_earn_3,Electric Plan for AAA Mid-Atlantic members,SAVE2 Retention 3 Month - 3% Cash Back,,SAVE2,02/02/2222,nj,electric,jcpl,,residential,3,intro,variable,0.094,0.094,,,,,,,,,6,,,ama,624,,,,,,3%,12 Months,23.0,,False,NRGHRVAR2
None,g3505d0f6c4ce58d,U-00004719,1000049290,nrg_residential,retail,aal,,aal_6mon_10000_bonus_2pcnt_earn,Power Trip 6 Month Electric Plan with AAdvantage miles,"10,000 bonus/ 2 miles per $1",,,02/02/2222,pa,electric,duq,,residential,6,contract,fixed,0.084,0.084,,,,,prorated,60.0,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,True,NRGHRFIX
None,g35146c6edb297a6,U-00004801,1000047038,nrg_residential,inbound_telemarketing,,,ual_2mon_10000_bonus_2pcnt_earn,Power Trip Electric Plan with MileagePlus miles,"10,000 bonus/ 2 miles per $1 - Jan 2020 DM",,Partnership/Airline/United Airlines,12/31/9999,oh,electric,aepn,,residential,3,intro,variable,0.040999999999999995,0.040999999999999995,,,,,,,,,6,,,ual,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g35155177ecd5b78,U-00005285,1000047350,nrg_residential,inbound_telemarketing,,,0120dm_pa_ecl_50_bonus,Variable Plan PA ECL,$50 Check/3% Cash Back - January 2020 DM,,hidden,12/31/9999,pa,electric,ppl,,residential,3,intro,variable,0.061,0.061,,,,,,,,,6,,,nrr,553,,,,$50,2 Months,3%,12 Months,23.0,,False,NRGHRVAR
None,g351e0033d7ef612,U-00005567,1000050150,nrg_residential,retail,aal,,aal_3mon_10000_bonus_2pcnt_earn,Power Trip 3 Month Electric Plan with AAdvantage miles,"10,000 bonus/ 2 miles per $1",Fixed,,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.13,0.13,,,,,,,,,6,,,aal,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR2
None,g3525c6bd71c49bc,U-00003681,1000048510,nrg_residential,web,,,philabundance_gives_corporate,Fixed plan that benefits Philabundance,"$50 contribution to Philabundance after 1 month of service, and 1% ongoing contribution annually - nrghomepower.com",,,02/02/2222,pa,electric,meted,,residential,12,contract,fixed,0.081,0.081,,,,,prorated,120.0,,,6,,,pbn,142,,,,$50,1 Months,1%,12 Months,26.0,,True,NRGHRFIX
None,g3526c30588cb892,U-00004702,1000036763,nrg_residential,inbound_telemarketing,,,google_homehub_36mnths_corporate,36M Speak & Play,36M Speak & Play Google Nest Hub - nrghomepower.com,,Google Products,12/31/9999,oh,electric,dukeoh,,residential,36,contract,fixed,0.079,0.079,,,,,prorated,0.0,,,6,,,goo,196,Google Nest Hub,google_home_hub,P5M,,,,,,,False,NRGHRFIX
None,g35278e73acdffd5,U-00004495,1000049376,nrg_residential,web,,,nemours_gives_flex,Flexible plan that benefits duPont Hospital for Children,"$50 contribution to Nemours after 1 month of service, and 1% ongoing contribution annually",,,02/02/2222,pa,electric,wpp,,residential,3,intro,variable,0.053,0.053,,,,,,,,,6,,,nem,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g352bf86ae4c9b13,U-00004446,1000036982,nrg_residential,retention,,2.0,retention_philabundance_gives_24,Philabundance 24M Retention Offer,SAVE2 3% ongoing contribution annually to Philabundance,,SAVE2,02/02/2222,de,electric,dplde,,residential,24,contract,fixed,0.10400000000000001,0.10400000000000001,,,,,prorated,240.0,,,6,,,pbn,143,,,,,,3%,12 Months,26.0,,False,NRGHRFIX
None,g35374905b4dd4be,U-00003810,1000049554,nrg_residential,retail,sams,,6m_samsclub_50_3mnths,Sam's Club Secure Plus Plan,Secure Plus Plan - $50 Gift Card,,,02/02/2222,pa,electric,ppl,,residential,6,contract,fixed,0.079,0.079,,,,,prorated,60.0,,,6,,,sam,414,,,,$50,3 months,,,22.0,,True,NRGHRFIX
None,g35469a6ba546931,U-00002469,1000048198,nrg_residential,inbound_telemarketing,,,employee_offer,Employee Offer,Employee Offer,,hidden,02/02/2222,oh,electric,te,,residential,1,intro,variable,0.0375,0.0375,,,,,,,,,6,,,emp,524,,,,,,,,18.0,,False,NRGHRVAR
None,g3548e92bed91475,U-00004865,1000048177,nrg_residential,retail,best_buy,,6m_bestbuy_50_3mnths,Best Buy Secure Plus Plan,Secure Plus Plan - $50 Gift Card,,,02/02/2222,oh,electric,te,,residential,6,contract,fixed,0.059000000000000004,0.059000000000000004,,,,,prorated,0.0,,,6,,,bst,616,,,,$50,3 months,,,22.0,NRGH-OH-PE-V01-20170623,False,NRGHRFIX
None,g355325e84614367,U-00004496,1000049552,nrg_residential,web,,,nemours_gives_flex_corporate,Flexible plan that benefits duPont Hospital for Children,"$50 contribution to Nemours after 1 month of service, and 1% ongoing contribution annually - nrghomepower.com",,,02/02/2222,pa,electric,peco,,residential,3,intro,variable,0.063,0.063,,,,,,,,,6,,,nem,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g355c7bcb0c6efab,U-00004482,1000048329,nrg_residential,web,,,fnf_nem_75_1pcnt_annual,FNF Choose to Give - NEM,$75 donation after 1M/ 1% ongoing,,,02/02/2222,pa,electric,wpp,,residential,12,contract,fixed,0.057,0.057,,,,,prorated,120.0,,,6,,,nem,149,,,,$75,1 Months,1%,12 Months,8.0,,True,NRGHRFIX
None,g355fe16d80312e2,U-00004421,1000048706,nrg_residential,retention,,3.0,retention_cb_and_green,Cash Back + Green Option,SAVE1 Retention 6 Month 1% Cash Back and 25% Green,,SAVE1,02/02/2222,pa,electric,ppl,,residential,6,contract,fixed,0.081,0.081,,,,,prorated,60.0,,,7,,,rtn,522,,,,,,1%,3 Months,,,True,NRGHRFIX
None,g35901be5c50c655,U-00005553,1000050110,nrg_residential,inbound_telemarketing,,,atk_2mon_10000_bonus_2pcnt_earn_corporate,Power Trip Electric Plan with Amtrak Guest Rewards points,"10,000 bonus/ 2 points per $1 - nrghomepower.com",Fixed,Partnership/Travel/Amtrak,04/04/4444,nj,electric,reco,,residential,3,intro,variable,0.135,0.135,,,,,,,,,6,,,atk,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR2
None,g359817b4127194d,U-00004805,1000049343,nrg_residential,inbound_telemarketing,,,ual_2mon_10000_bonus_2pcnt_earn_corporate,Power Trip Electric Plan with MileagePlus miles,"10,000 bonus/ 2 miles per $1 - nrghomepower.com",,Partnership/Airline/United Airlines,02/02/2222,pa,electric,meted,,residential,3,intro,variable,0.055,0.055,,,,,,,,,6,,,ual,47,,,,"10,000 Miles",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g35991ed892202ba,U-00004763,1000046951,nrg_residential,inbound_telemarketing,,,swa_2mon_10000_bonus_2pcnt_earn_corporate,Power Trip Electric Plan with Rapid Rewards points,"10,000 bonus/ 2 points per $1 - nrghomepower.com",,Partnership/Airline/Southwest,02/02/2222,ma,electric,wmeco,,residential,3,intro,variable,0.11199999999999999,0.11199999999999999,,,,,,,,,6,,,swa,47,,,,"10,000 Points",2 Months,2*,1 Month,23.0,,False,NRGHRVAR
None,g35aa2c51156e443,U-00005445,1000049934,nrg_residential,retention,,4.0,retention_no_frills,No Frills,LEAD Retention 12 Month No Frills,Fixed,LEAD,04/04/4444,nj,electric,reco,,residential,12,contract,fixed,0.121,0.121,,,,,prorated,120.0,,,6,,,rtn,524,,,,,,,,,,False,NRGHRFIX2
None,g35b0e6bb4399d76,U-00004799,1000048024,nrg_residential,retention,,1.0,retention_swa_3pcnt_earn_12,CH Power Trip 12 Month Electric Plan with Rapid Rewards points,LEAD Retention 12 Month - 3 points per $1 (Cardholders only),,LEAD,02/02/2222,ma,electric,ngntkt,,residential,12,contract,fixed,0.145,0.145,,,,,prorated,120.0,,,6,,,swa,622,,,,,,3*,1 Month,23.0,,False,NRGHRFIX
None,g35b6051456b3107,U-00004489,1000049559,nrg_residential,web,,,hop_gives_flex_corporate,Flexible Plan that Benefits Children's Hospital of Philadelphia,"$50 contribution to Children's Hospital of Philadelphia after 1 month of service, and 1% ongoing contribution annually - nrghomepower.com",,,02/02/2222,pa,electric,wpp,,residential,3,intro,variable,0.053,0.053,,,,,,,,,6,,,hop,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
None,g35ba3aa1ba35d75,U-00003611,1000049680,nrg_residential,retail,sams,,3m_samsclub_25_3mnths_3earn,Sam's Club Loyalty Plan,Cash back rewards that increase over time,,,02/02/2222,pa,electric,duq,,residential,3,intro,variable,0.067,0.067,,,,,,,,,6,,,sam,423,,,,$25,3 months,3%,12 months,22.0,,False,NRGHRVAR
None,g35c3a4de9425986,U-00004868,1000048743,nrg_residential,inbound_telemarketing,,,fnf_swa_2m_13000_bonus_3pcnt_earn,FNF CH Power Trip Electric Plan with Rapid Rewards points,"13,000 after 2M/ 3 points per $1 (Cardholder)",,Friends and Family,02/02/2222,ny,electric,coned,,residential,12,contract,fixed,0.1375,0.1375,,,,,prorated,100.0,,,6,,,swa,198,,,,"13,000 Miles",2 Months,3*,1 Month,8.0,,False,NRGHRFIX3
None,g35d53b2395ccee9,U-00003664,1000049577,nrg_residential,retail,chop_flex,,hop_gives_flex,Flexible Plan that Benefits Children's Hospital of Philadelphia,"$50 contribution to Children's Hospital of Philadelphia after 1 month of service, and 1% ongoing contribution annually",,,02/02/2222,pa,electric,meted,,residential,3,intro,variable,0.055999999999999994,0.055999999999999994,,,,,,,,,6,,,hop,142,,,,$50,1 Months,1%,12 Months,26.0,,False,NRGHRVAR
